datapoint,misogynistic_label
"Miss you, sweetie. But I'm going to quit the whole CIA thing to become a movie star. They say truth is stranger than fiction.",0
You looked scared there for a minute. Yep. Thought the only thing that scared you was electricity and heights.,0
Hey. Hi. Look what you did.,0
"You think they're making it up. I wasn't sure myself, I mean, the mother's been working herself to the bone, and the daughter's severe head trauma would account for any personality shifts, but that thing with the nail? I'm afraid we're dealing with something else.",0
Vapor initiated. Subconscious transference in progress. SOAP in progress.,0
"Yeah. You ever met a girl, and it's just like... You can't eat, you can't stop thinking about her?",0
"Well. I introduced you to her. Mattie, god.",0
"Stop it! Luis, stop it! Please, just stay out of This, okay?",0
"Yeah, but I needed you there with me. Oh, she was your friend, not mine. My girlfriend.",0
"I don't trust this place. I need to get out of here. We don't -No, she's right guys.",0
"Oh, my goodness. You lost both your front teeth at the exact same time. They both came out.",0
"A major Hollywood scandal unfolding this afternoon. Actor Regan Pearce, best known for the Oscar winning ensemble dramaVolume and the hit dark comedy Crimes Against Us, allegedly posting naked photos of his famous exes late last night on the internet. Then today, Pearce took to his Twitter feed, claiming responsibility for the leaks, and then later, unleashing an anti-Semitic tirade against Hollywood.",0
So there's no entrapment. What I want is access to that money that Papi's got in the safe deposit box. You know no judge is gonna give you a blanket warrant for the boxes.,0
Go head let her see it. Are you sure that's even true? Absolutely.,0
She knew that lake so well. And she knew no one would be able to find her in it. She was dumb to go diving by herself.,0
"Look at that pork chop. Oh, shit. It's a setup.",0
"Yeah, technically, it's not a firework. Well, if you burn down the canyon, you're still going to jail. Alex is a lawyer.",0
"There is no point. Or at least, big picture, we don't get to know what it is. Why we live, why Megan lost the baby, why that girl killed herself.",0
"It's totally natural. People have been doing this for thousands of years, okay? Yeah?",0
"That was some nice and tight pussy, boys. The bitch put up a fight but, damn, she was fuckable. Okay, all right, simmer down and talk damage control.",0
"No, that's her on a good day. Dad! Get down!",0
"He has no clue to how she got there, where she came from, or he has no clue to how she got there, where she came from, or even who the fuck she is. There, where she came from, or even who the fuck she is. Now, he had to ask himself an even who the fuck she is.",0
"Alright, yeah, I'll do that. Cool. In case you're wondering...",0
"Release her, you sick fucks! You have a choice. One of your friends dies, or you can die for them.",0
Where's the rest of the band? You're an hour late. Traffic.,0
"You got ta eat some fuckin' vagina, man. You get good at eating' vagina then she'll like never have a reason to fool around on you. I've never looked at it in that way.",0
"But do you run the feminist movement? Well, my dear, my books are all about how the beauty oligarchy destroys women's self-esteem. Now I do not color my hair.",0
"Charlie's always had the shittiest taste in women. Huh, speak of the devil. Charlie, I think Max killed Shecky!",0
"Bill, we need an ambulance over at the Dovic cabin. I see two women running through the woods. Help!",0
Come on! I know where he's taking her. It's on highway 9D.,0
She doesn't know where I am. She must be really worried. Call her.,0
"Mmm... But my design, come off... come off... On her left breast, a mole cinque-spotted, like the crimson drops in the bottom of a Here's a voucher, stronger than ever law could",0
She left with some guy. Jesus. Calm down.,0
"Oh, Dad, what woman? You're high, right? It's noon and you're high already.",0
"I just want a hot shower. You get it. No, no, you don't -This place looks dirty, has very low reviews on "" Yelp. "" Let's go here and hike and hike and hike.",0
"At the end of our senior year And like a shot she and Mitchell got married that summer Ugh. Carol Ann getting bigger every minute Thinking "" What am I doing here? "" While Mitchell's out every night being a heavy-metal drummer",0
Probably to tell you they found . No. No. She hung herself.,0
If you consume more vitamin A each day than your body actually require then the vitamin A will accumulate in your body because there's no easy way of excreting it and the place where it accumulates is the liver. Doctor Goldin then examined the sample to look for the telltale signs of vitamin A damage. On this half of the screen you can see some normal liver with normal healthy liver cells.,0
Florida. She's just kidding. There are no aliens in Florida.,0
"Even the antibacterial soap! This is for Denzel Washington. Wait, he's not even a woman.",0
"And then something about... I don't know, the aesthetics of committing a perfect crime. Whatever, she's crazy.",0
"Because I've always had some bad taste my worst relationship was physically abusive. A lot of people say, "" what are you talkin' about that on stage, Kathy? "" And I say, ""' cause, see, it needs to be discussed. "" Because, see, a lot of people don't think black women get abused.",0
"Fuck if I know. I have no fucking idea! I'll tell you this, though, we just figured out what killed all those women.",0
I don't know. She got her period two months ago and Christina helped her with it. Didn't tell me.,0
Do not worry. I'm calling the police. She is a dangerous abuse.,0
"I just... I think that maybe we should sit her down tomorrow. No, no.",0
And she wanted to come clean to me. Which only left you with one reality to kill her. It was an accident.,0
"Sure you're not just using that as an excuse to spend time with her? I think you might just be into her. Um, it's purely a professional...",0
Okay. What's up? You didn't tell me this was a date.,0
Anybody here? Hello! Hello!,0
"Those that do interest y, thoseforwhomyou would manufacturetime, do not live in your vicinity, or do not seem so interested in you as you in them. And let's say that a womn whoyouarepresently inlovewith has decided to enter an exclusive romantic relationship with someone whoprovidesforher the stability and maturity that you can not. You marvel atthecontradiction between the intensity ofyourlovefor her and your in ability toaccuratelyexpress thissamelove.",0
"Even though I'm a grown fucking woman "" that pays taxes and votes, do you wanna pinky swear? "" "" This is ironclad. Do you pinky swear? "" Okay, come here. No, here, take my hand. "" I wanna talk to you.",0
You need to package yourself so that people will truly mourn your loss. And America loves pregnant women. As if it's so hard to spread your legs.,0
"I feel the same way, too. But, I mean... you're leaving. I mean, I... we just...",0
"Can't talk to girls like that, do you hear me? Just relax. Rela...",0
"How are women not running everything? No, trust me, women masturbate too. No shit, murder she wrote.",0
"I know you're thinking about domesticity and settling down and how cute that will be. And it really bugs me when men let woman-business get in the way of man-business. There's two words you need to "" God "" and "" America. """,0
